cmd,retcode,elapsed.time,system.time,user.time,cpu.share,avg.mem,avg.rss,max.rss,avg.data,avg.text,avg.stack,page.size,major.page.faults,minor.page.faults,swaps,fs.inputs,fs.outputs,sock.rcvd,sock.sent,signals,time.ctx.switch,io.ctx.switch
"/opt/libexec/runners/identification.py /opt/static-characteristic-40-5-120/step_100.yaml -- stream_c",0,185.01,6.82,21.78,15%,0,0,255484,0,0,0,4096,0,68663,0,0,3520,0,0,0,15849,130727
